:ID|name:STRING|GO:STRING[]
AT5G66720|AT5G66720|GO:0004722,GO:0005739,GO:0005739,GO:0006470,GO:0017018,GO:0009507,GO:0009507,GO:0009570
AT5G37680|ARLA1A|GO:0003924,GO:0005634,GO:0015031,GO:0005525,GO:0051607,GO:0009536
AT4G36480|LCB1|GO:0004758,GO:0004758,GO:0005783,GO:0009058,GO:0009507,GO:0009507,GO:0009507,GO:0030170,GO:0046512,GO:0046513,GO:0005783,GO:0004758,GO:0005515,GO:0005783,GO:0009793,GO:0009825,GO:0030148,GO:0043067,GO:0005783
AT1G24625|ZFP7|GO:0005634,GO:0003700,GO:0006355,GO:0046982,GO:0005515,GO:0000976,GO:0009788,GO:0000976,GO:0019760,GO:0000976,GO:0005515,GO:0000976,GO:0000976
AT2G30520|RPT2|GO:0003674,GO:0005634,GO:0016567,GO:0005634,GO:0009638,GO:0005634,GO:0005737,GO:0009904,GO:0005777
AT2G02040|NPF8.3|GO:0009705,GO:0022857,GO:0055085,GO:0015112,GO:0005773,GO:0000325,GO:0000325,GO:0005774,GO:0000325,GO:0009705,GO:0005794,GO:0005773,GO:0015334,GO:0042937,GO:0042938,GO:0042939,GO:0071916,GO:0071916,GO:1904680,GO:0015833
AT4G29820|CFIM-25|GO:0003729,GO:0003729,GO:0005634,GO:0005849,GO:0005849,GO:0006378,GO:0006397,GO:0005515,GO:0005515
AT1G49860|GSTF14|GO:0004364,GO:0004364,GO:0005737,GO:0006749,GO:0043295,GO:0005737,GO:0009407
AT3G59940|KMD4|GO:0003674,GO:0005737,GO:0005829,GO:0016567,GO:2000762,GO:0080037,GO:0005829,GO:2000762
AT2G22125|CSI1|GO:0005634,GO:2001006,GO:0005886,GO:0005515,GO:0005515,GO:0005515,GO:0009898,GO:0010215,GO:0010330,GO:0030244,GO:0051211,GO:0009833,GO:0010330,GO:0051211,GO:0005829,GO:0009506,GO:0005886,GO:0008017,GO:0010330,GO:0005737,GO:0005794,GO:0005886,GO:0010208,GO:0030244,GO:0036449,GO:0043622,GO:0048868,GO:0008017,GO:0009414,GO:0009901,GO:0048467,GO:0051592,GO:0070507,GO:0005886,GO:0008017,GO:0010330,GO:0043622,GO:0010215,GO:0030244,GO:0043622,GO:0005515,GO:0005515,GO:0055028,GO:0072699,GO:0005829,GO:0051211,GO:2000067
AT3G09710|IQD1|GO:0005576,GO:0005576,GO:0005516,GO:0005634,GO:0006952,GO:0019761,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005874,GO:0008017
AT1G23100|AT1G23100|GO:0005524,GO:0005737,GO:0005759,GO:0006457,GO:0044183,GO:0046872,GO:0051082,GO:0051085,GO:0051087,GO:0005739,GO:0005739,GO:0005634,GO:0016070,GO:0030154,GO:0043412
AT1G31750|GPRP1|GO:0003674,GO:0005575,GO:0006979,GO:0044283
AT5G18110|NCBP|GO:0000340,GO:0003743,GO:0003743,GO:0005634,GO:0005737,GO:0016281,GO:0005515,GO:0005515,GO:0009625
AT4G04330|RbcX1|GO:0110102,GO:0009409,GO:0009414,GO:0009534,GO:0009651,GO:0044183,GO:0061077
AT5G64780|AT5G64780|GO:0003674,GO:0005634,GO:0009056,GO:0009606,GO:0009733,GO:0040008
AT5G15080|PBL34|GO:0005634,GO:0002221,GO:0004674,GO:0005515,GO:0005886,GO:0031663,GO:0005515,GO:0007166,GO:0010073
AT2G30050|AT2G30050|GO:0005198,GO:0005198,GO:0005737,GO:0006606,GO:0030127,GO:0031080,GO:0090114,GO:0005730,GO:0005829,GO:0005635,GO:0005643,GO:0006900
AT5G07840|PIA1|GO:0005634,GO:0005737,GO:0010313,GO:0036211
AT4G10840|KLCR1|GO:0005634,GO:0005634,GO:0005515,GO:0005737,GO:0005874,GO:0005829,GO:0005515,GO:0055028,GO:0010383,GO:0010556,GO:0030154,GO:0031326,GO:0080090
AT5G25390|SHN3|GO:0005634,GO:0005634,GO:0006355,GO:0003700,GO:0003700,GO:0006355
AT1G20770|AT1G20770|GO:0005634,GO:0005634,GO:0051082,GO:0070072,GO:0019538,GO:0051234
AT1G60010|AT1G60010|GO:0003674,GO:0005634,GO:0009620
AT1G30070|AT1G30070|GO:0005634,GO:0005634,GO:0015631,GO:0031625,GO:0044548,GO:0005886,GO:0010228,GO:0044085
AT4G28040|UMAMIT33|GO:0005886,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0022857,GO:0009414,GO:0009416,GO:0019752,GO:0050832,GO:0098542
AT2G43510|TI1|GO:0005576,GO:0019871,GO:0004867,GO:0006952,GO:0050832,GO:0099503
AT3G08530|CHC2|GO:0005198,GO:0006886,GO:0006898,GO:0030130,GO:0030132,GO:0032051,GO:0032051,GO:0071439,GO:0071439,GO:0009507,GO:0005515,GO:0005515,GO:0042802,GO:0009506,GO:0006897,GO:0042802,GO:0005794,GO:0005886,GO:0005515,GO:0016192,GO:0016192,GO:0003729,GO:0005515
AT4G28730|GrxC5|GO:0005737,GO:0009507,GO:0009507,GO:0015038,GO:0034599,GO:0009507,GO:0004362,GO:0016226,GO:0009507
AT5G59010|BSK5|GO:0004674,GO:0009742,GO:0005886,GO:0005886,GO:0005886,GO:0009742,GO:0009506,GO:0005886,GO:0009409,GO:0009651,GO:0009737,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT1G10530|AT1G10530|GO:0003674,GO:0005575,GO:0009414,GO:0009611,GO:0009753,GO:0042435,GO:0046394,GO:0048364,GO:1901605
AT1G60670|AT1G60670|GO:0003674,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0006810,GO:0006952,GO:0009416,GO:0009892,GO:0010468,GO:0016070,GO:0036211,GO:0048367,GO:0048580,GO:0050793,GO:2000241
AT2G47260|WRKY23|GO:0003700,GO:0005634,GO:0006355,GO:0003700,GO:0003700,GO:0009624,GO:0009733,GO:0000976,GO:1901703,GO:0000976
AT1G12650|AT1G12650|GO:0000462,GO:0003674,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005730,GO:0030686,GO:0044085
AT5G38220|AT5G38220|GO:0003674,GO:0005576,GO:0009507,GO:0009507,GO:0036211
AT4G24990|ATGP4|GO:0003674,GO:0005886,GO:0005886,GO:0005886,GO:0036211
AT5G61865|AT5G61865|GO:0003674,GO:0005739,GO:0051171,GO:0080090
AT2G19430|DWA1|GO:0000346,GO:0000347,GO:0005737,GO:0006406,GO:0016567,GO:0005515,GO:0005515,GO:0005515,GO:0080008,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0009788,GO:0016567,GO:0000347,GO:0010267,GO:0031047,GO:0005739
AT1G70340|CORD5|GO:0003674,GO:0005739,GO:0008150,GO:0005874
AT1G73790|GIP2|GO:0000930,GO:0000931,GO:0005739,GO:0005813,GO:0005819,GO:0031021,GO:0033566,GO:0051415,GO:0090307,GO:0005515,GO:0005515,GO:0051418,GO:0005515,GO:0034080,GO:0034508,GO:0042393
AT2G22510|AT2G22510|GO:0003674,GO:0005739,GO:0002213,GO:0008610,GO:0009813,GO:0019438,GO:0044255,GO:0044550,GO:0098542,GO:1901362
AT2G19830|AT2G19830|GO:0000815,GO:0005737,GO:0005737,GO:0005771,GO:0006900,GO:0007034,GO:0009898,GO:0032511,GO:0016192,GO:0000815,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT1G29990|PFD6|GO:0005737,GO:0005886,GO:0006457,GO:0016272,GO:0051082,GO:0051087,GO:0051131,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005737,GO:0008017,GO:0016272,GO:0043622,GO:0006457,GO:0005634,GO:0005737,GO:0016272,GO:0043622,GO:0071370,GO:0009409,GO:0005515,GO:0006397,GO:0051879,GO:0005515
AT5G04600|NURC1|GO:0000463,GO:0003723,GO:0005730,GO:0009507,GO:0005730,GO:0005730,GO:0034337,GO:0140691
AT5G11160|APT5|GO:0003999,GO:0003999,GO:0003999,GO:0005737,GO:0005737,GO:0005829,GO:0006168,GO:0044209,GO:0003999,GO:0007049,GO:0009266,GO:0009908,GO:0010073,GO:0040007,GO:0044255,GO:0048827
AT3G05280|AT3G05280|GO:0005794,GO:0016192,GO:0031267,GO:0005515,GO:0005794,GO:0005794,GO:0005829,GO:0000902,GO:0008104,GO:0009059,GO:0015031,GO:0016049,GO:0030154,GO:0044281,GO:0045489,GO:0048589,GO:0051301,GO:0052324,GO:0060560
AT4G24840|COG2|GO:0005794,GO:0006891,GO:0007030,GO:0007030,GO:0017119,GO:0000325,GO:0005829,GO:0005515,GO:0005515,GO:0031410,GO:0060178,GO:0005515,GO:0005515,GO:0042803,GO:0005515,GO:0005515
AT3G16950|LPD1|GO:0004148,GO:0005739,GO:0009507,GO:0009507,GO:0045252,GO:0050660,GO:0050660,GO:0004148,GO:0006086,GO:0009570,GO:0009570,GO:0009941,GO:0005730,GO:0009570,GO:0009941,GO:0046685,GO:0005829,GO:0005829,GO:0005829
AT1G80270|PPR596|GO:0005739,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009941,GO:0005739,GO:0003729,GO:0016070,GO:0030154
AT5G04760|DIV2|GO:0005634,GO:0009739,GO:0009751,GO:0003700,GO:0006355,GO:0005634,GO:0009737,GO:0090359,GO:1902074
AT1G62560|FMO GS-OX3|GO:0004499,GO:0009507,GO:0009507,GO:0050660,GO:0050661,GO:0004499,GO:0019761,GO:0080102,GO:0080103,GO:0080103,GO:0080104,GO:0080105,GO:0080106,GO:0080107,GO:0080107
AT1G68140|AT1G68140|GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006787,GO:0009266,GO:0009888,GO:0010015,GO:0030154,GO:0030163,GO:0036211,GO:0046149,GO:0048589
AT2G02560|CAND1|GO:0005634,GO:0005634,GO:0010265,GO:0010265,GO:0016567,GO:0009733,GO:0005515,GO:0010228,GO:0005515,GO:0009505,GO:0009505,GO:0005515,GO:0010051,GO:0005886,GO:0005886,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT1G19700|BEL10|GO:0000978,GO:0000981,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0006355,GO:0006357,GO:0003700,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT4G24900|TTL|GO:0005634,GO:0005634,GO:0005634,GO:0009793,GO:0009960,GO:0005515
AT5G61900|BON1|GO:0005544,GO:0005634,GO:0005634,GO:0005886,GO:0009626,GO:0010186,GO:0019725,GO:0071277,GO:0005544,GO:0005886,GO:0009266,GO:0019725,GO:0045793,GO:0009270,GO:0043069,GO:0009506,GO:0005886,GO:0009536
AT5G50870|UBC27|GO:0000209,GO:0005634,GO:0005634,GO:0005634,GO:0043161,GO:0061631,GO:0061631,GO:0004842,GO:0006511
AT4G25315|AT4G25315|GO:0003674,GO:0005634,GO:0005634,GO:0005634,GO:0016070
AT5G02040|PRA1.A1|GO:0003674,GO:0005634,GO:0005634,GO:0016020,GO:0005783,GO:0016192
AT5G61340|AT5G61340|GO:0003674,GO:0005739,GO:0009507,GO:0008610,GO:0010015,GO:0019438,GO:0030154,GO:0044550,GO:0048589,GO:0071554,GO:0090558,GO:1901362
AT5G01075|TWS1|GO:0003674,GO:0012505,GO:1990019
AT4G28230|AT4G28230|GO:0003674,GO:0005634,GO:0000910,GO:0009888,GO:0010015,GO:0010389,GO:0033044,GO:0048588,GO:0051239,GO:0060560,GO:0071695,GO:0090558,GO:0090627,GO:0140014,GO:1903046
AT4G20300|DUF1639|GO:0005634,GO:0005634,GO:0005515,GO:0000902,GO:0006355,GO:0006996,GO:0010114,GO:0016049,GO:0016192,GO:0019538,GO:0046907,GO:0060560,GO:0071482,GO:0097305
AT3G13350|AT3G13350|GO:0005634,GO:0003700,GO:0005515,GO:0009059,GO:0010468,GO:0016070,GO:0044085,GO:0044271,GO:0048229,GO:0051173
AT1G32580|MORF5|GO:0005739,GO:0009507,GO:0016554,GO:0080156,GO:0005739,GO:0005739,GO:0005739,GO:0080156,GO:0042803,GO:0046983,GO:0046983,GO:0046983,GO:0046983,GO:0046983,GO:0046983,GO:0046983,GO:0005634
AT2G38300|MYS1|GO:0003677,GO:0005634,GO:0003700,GO:0006355,GO:0005515,GO:0005515,GO:0005515,GO:0003677,GO:0005634,GO:0045892
AT1G12780|UGE1|GO:0003723,GO:0005829,GO:0006012,GO:0006364,GO:0033358,GO:0045227,GO:0003978,GO:0003978,GO:0005829,GO:0046983,GO:0003978,GO:0005886,GO:0050373,GO:0005829,GO:0003978,GO:0003978,GO:0005829,GO:0046369
AT5G52240|MSBP1|GO:0005783,GO:0009507,GO:0009507,GO:0012505,GO:0016020,GO:0005496,GO:0005886,GO:0030308,GO:0005783,GO:0005886,GO:0005515,GO:0005794,GO:0005783,GO:0009536,GO:0005515,GO:0005783,GO:1901141
AT1G78300|GRF2|GO:0005737,GO:0005737,GO:0007165,GO:0045309,GO:0000325,GO:0000325,GO:0009742,GO:0005794,GO:0005515,GO:0005829,GO:0005739
AT1G07430|HAI2|GO:0004722,GO:0005634,GO:0009507,GO:0017018,GO:0035970,GO:0009788,GO:0009939,GO:0010030,GO:0048838,GO:1902039,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT5G03540|EXO70A1|GO:0000145,GO:0000145,GO:0005546,GO:0006887,GO:0009507,GO:0010102,GO:0032502,GO:0042814,GO:0048364,GO:0005886,GO:0005886,GO:0000145,GO:0005515,GO:0090404,GO:0005634,GO:0005829,GO:0005515,GO:0048354,GO:0000919,GO:0005515,GO:0009504,GO:0005829,GO:0070062,GO:0009506,GO:0005886,GO:0060918,GO:1901703,GO:0031410,GO:0060178,GO:0010089,GO:0048759,GO:0060178,GO:0090059,GO:2000652,GO:0009832,GO:0005737,GO:0005886,GO:0031982
AT4G38550|AT4G38550|GO:0003674,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0005886,GO:0010494,GO:0002237,GO:0009266,GO:0009611,GO:0009863,GO:0009867,GO:0009966,GO:0010035,GO:0010565,GO:0019760,GO:0019762,GO:0031347,GO:0032787,GO:0033036,GO:0042343,GO:0042430,GO:0042742,GO:0044248,GO:0050832,GO:0052482,GO:0052545,GO:1901575,GO:1901615,GO:1901658
AT3G45640|MPK3|GO:0004674,GO:0004707,GO:0005634,GO:0005634,GO:0005737,GO:0035556,GO:0006979,GO:0006979,GO:0007165,GO:0006970,GO:0004672,GO:0009738,GO:0005515,GO:0005515,GO:0010200,GO:2000037,GO:2000038,GO:0005515,GO:0009611,GO:0048481,GO:0010120,GO:0009617,GO:0080136,GO:0005515,GO:0005515,GO:0005515,GO:0010224,GO:0005515,GO:0005515,GO:0005515,GO:0004672,GO:0010229,GO:0009555,GO:0010183,GO:0005515,GO:0005515,GO:0005938,GO:0005515,GO:0005515,GO:0006468,GO:0050826,GO:1902065,GO:0010494,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0009875,GO:0005515,GO:0009409
AT5G19750|AT5G19750|GO:0003674,GO:0005737,GO:0005739,GO:0008150,GO:0009941,GO:0009507,GO:0009941
AT3G58170|BS14A|GO:0005794,GO:0005794,GO:0009860,GO:0005484,GO:0005886,GO:0005829
AT4G33350|Tic22-IV|GO:0003674,GO:0009507,GO:0009507,GO:0009941,GO:0009941,GO:0009507,GO:0009941,GO:0009536,GO:0005886,GO:0006810,GO:0006996,GO:0009059,GO:0016070,GO:0018130,GO:0022607,GO:0043412,GO:0044271,GO:0051173,GO:0061024
AT2G36840|ACR10|GO:0003674,GO:0005634,GO:0009892
AT1G35160|GF14 PHI|GO:0005635,GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0005886,GO:0007165,GO:0005515,GO:0045309,GO:0009742,GO:0005794,GO:0005515,GO:0005829,GO:0005634
AT1G77440|PBC2|GO:0003674,GO:0005634,GO:0010498,GO:0019774,GO:0019774,GO:0043161,GO:0006511,GO:0000502,GO:0005829,GO:0005829,GO:0005739,GO:0005839,GO:0005839
AT1G27360|SPL11|GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0003700,GO:0006355,GO:0048510,GO:0090356
AT2G22190|TPPE|GO:0004805,GO:0004805,GO:0005737,GO:0005737,GO:0005992,GO:0005992,GO:0004805,GO:0009507
AT1G04100|IAA10|GO:0005634,GO:0006355,GO:0003700,GO:0009733,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042802,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042802,GO:0000976,GO:0000976,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0000976,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0042802
AT5G39730|AIG2LB|GO:0003674,GO:0005634,GO:0005886,GO:0005886,GO:0005829,GO:0009536,GO:0008610,GO:0032787,GO:0043436,GO:0044255
AT2G39800|P5CS1|GO:0004349,GO:0004350,GO:0004350,GO:0005737,GO:0005739,GO:0005739,GO:0005739,GO:0055129,GO:0006561,GO:0009414,GO:0017084,GO:0005737,GO:0006561,GO:0006979,GO:0009507,GO:0042538,GO:0048364,GO:0009414,GO:0009414,GO:0006561,GO:0009555,GO:0005794,GO:0010228,GO:0006561,GO:0009269,GO:0009651,GO:0009737,GO:0042538
AT5G18660|PCB2|GO:0005739,GO:0015995,GO:0033728,GO:0009941,GO:0015995,GO:0051744,GO:0009507,GO:0015995,GO:0009507,GO:0009534,GO:0009941,GO:0009536
AT1G19830|SAUR54|GO:0003674,GO:0005575,GO:0009733,GO:0009737
AT3G49180|RID3|GO:0003674,GO:0005656,GO:0005737,GO:0006261,GO:0006364,GO:0097344,GO:0080008,GO:0080008,GO:1902184
AT3G13520|AGP12|GO:0003674,GO:0005886,GO:0016020,GO:0016020,GO:0006810,GO:0006970,GO:0009414,GO:0009651,GO:0010817,GO:0014070,GO:0033993
AT4G32140|AT4G32140|GO:0003674,GO:0005575,GO:0006810,GO:0010556,GO:0031326,GO:0080090,GO:0098542
AT5G25080|AT5G25080|GO:0000178,GO:0000460,GO:0003677,GO:0003723,GO:0005634,GO:0005730,GO:0010468
AT3G59810|LSM6A|GO:0000398,GO:0000932,GO:0003723,GO:0005688,GO:0005730,GO:0005732,GO:0030490,GO:0046540,GO:0005515
AT5G52120|PP2-A14|GO:0005575,GO:0016567,GO:0030246,GO:0005515,GO:0005515,GO:0006576,GO:0008610,GO:0009611,GO:0009867,GO:0010035,GO:0014070,GO:0042435,GO:0065008,GO:0072330,GO:1901605
AT5G61230|ANK6|GO:0005634,GO:0005515,GO:0005634,GO:0005739,GO:0009553,GO:0009567,GO:0080173,GO:0005634,GO:0005737,GO:0009644,GO:0009744,GO:0010218,GO:0010313,GO:0031542,GO:0001933,GO:0005515,GO:0010218,GO:0010313,GO:0031542,GO:0005515,GO:0005515,GO:0005739,GO:0005515,GO:0005515
AT2G17880|DJC24|GO:0003674,GO:0009507,GO:0009507,GO:0007165,GO:0008610,GO:0009642,GO:0014070,GO:0019752,GO:0043455
AT1G01470|LEA14|GO:0003674,GO:0009269,GO:0009644,GO:0009611,GO:0050832,GO:0005829
AT5G19875|AT5G19875|GO:0003674,GO:0005739,GO:0006979
AT2G20920|AT2G20920|GO:0003674,GO:0009507,GO:0031969,GO:0009314,GO:0010035,GO:0010150,GO:0019752,GO:0033993
AT5G52960|DUF3143|GO:0009507,GO:0009507,GO:0008610,GO:0009059,GO:0009416,GO:0016070,GO:0018130,GO:0019438,GO:0019538,GO:0044271,GO:0065003,GO:1901362,GO:0005515,GO:0005515,GO:0009532
AT1G77130|PGSIP2|GO:0005739,GO:0016757,GO:0016757,GO:0045492,GO:0005794,GO:0005794,GO:0009834,GO:0015020,GO:0045492,GO:0045492,GO:0005794,GO:0005768,GO:0005794,GO:0005802,GO:0045492,GO:0000138
AT3G44720|ADT4|GO:0004664,GO:0005737,GO:0009094,GO:0009094,GO:0009507,GO:0009507,GO:0047769,GO:0047769,GO:0009507,GO:0006952
AT1G19310|AT1G19310|GO:0005634,GO:0006511,GO:0016567,GO:0044390,GO:0061630,GO:0071712
AT1G13730|AtG3BP2|GO:0003729,GO:0005737,GO:0005737,GO:0005829,GO:1990904,GO:0003729,GO:0003729,GO:0009416,GO:0009888,GO:0009908,GO:0010468,GO:0010604,GO:0048827,GO:0050793,GO:0051252,GO:2000241
AT2G43760|CNX6|GO:0005634,GO:0005634,GO:0005634,GO:0005829,GO:0005829,GO:0008150,GO:0030366
AT4G14160|AtSEC23F|GO:0005096,GO:0005737,GO:0005737,GO:0005737,GO:0006886,GO:0006888,GO:0008270,GO:0030127,GO:0030127,GO:0030127,GO:0070971,GO:0090110,GO:0090114,GO:0005515,GO:0005829,GO:0005515,GO:0005515,GO:0006810,GO:0009059,GO:0009416,GO:0010228,GO:0010468,GO:0036211,GO:0048367,GO:0050793,GO:0051171,GO:0051252,GO:0080090
AT4G27410|RD26|GO:0003677,GO:0005634,GO:0005634,GO:0005634,GO:0006355,GO:0003700,GO:0003700,GO:0009414,GO:0005634,GO:0009414,GO:0009737,GO:0045893,GO:0005634,GO:0000976,GO:0000976,GO:0000976,GO:0005634,GO:0006355,GO:0043565,GO:1900055,GO:1990841,GO:0000976
AT1G06450|CAF1g|GO:0000932,GO:0004535,GO:0004535,GO:0030014,GO:0030015,GO:0043928
AT2G17150|NLP1|GO:0003700,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0003700,GO:0006355,GO:0000987,GO:0010468
AT4G25140|OLEO1|GO:0003674,GO:0005576,GO:0005739,GO:0012511,GO:0019915,GO:0019953,GO:0010344,GO:0019915,GO:0009845,GO:0010344,GO:0050826
AT5G51010|AT5G51010|GO:0005506,GO:0009507,GO:0009536,GO:0009416,GO:0015031,GO:0044271,GO:0044281,GO:0098542
AT5G51570|HIR3|GO:0003674,GO:0005737,GO:0000325,GO:0000325,GO:0005886,GO:0009506,GO:0005794,GO:0005773,GO:0009536,GO:0009414,GO:0009648,GO:2000026
AT4G30220|RUXF|GO:0000387,GO:0000398,GO:0003723,GO:0005634,GO:0005634,GO:0005685,GO:0034715,GO:0071013,GO:0005730,GO:0005886
AT5G25570|AT5G25570|GO:0003674,GO:0005634,GO:0005634,GO:0008150,GO:0009507
AT5G23310|FSD3|GO:0009507,GO:0042644,GO:0042644,GO:0009507,GO:0004784,GO:0005515,GO:0009507,GO:0009579,GO:0042644,GO:0042646,GO:0005515,GO:0009507,GO:0004784,GO:0009507,GO:0019430
AT1G73210|AT1G73210|GO:0003674,GO:0005634,GO:0005634,GO:0005634,GO:0006576,GO:0008610,GO:0009072,GO:0009611,GO:0009867,GO:0010035,GO:0018205,GO:0072330,GO:0098542,GO:1901566,GO:1901605
AT3G62250|UBQ5|GO:0005634,GO:0005737,GO:0006412,GO:0016567,GO:0019941,GO:0031386,GO:0031625,GO:0022627,GO:0005794,GO:0003729,GO:0005829,GO:0003729
AT2G24050|eIFiso4G2|GO:0003723,GO:0003729,GO:0003743,GO:0005737,GO:0016281,GO:0010494,GO:0016070,GO:0030154
AT4G11100|AT4G11100|GO:0003674,GO:0005737,GO:0005737,GO:0009416,GO:0019538,GO:0044085
AT3G28080|UMAMIT47|GO:0005886,GO:0008150,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0022857
AT4G23570|SGT1A|GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0050832,GO:0051087,GO:0005515,GO:0005515,GO:0006511,GO:0019005,GO:0005634,GO:0005634,GO:0006952,GO:0006952,GO:0009793,GO:0071365,GO:1900150,GO:0005829,GO:0071456
AT3G11530|AT3G11530|GO:0003674,GO:0005768,GO:0032511,GO:0000325,GO:0000325,GO:0036211,GO:0044248,GO:0044281
AT5G13280|AK-LYS1|GO:0004072,GO:0005829,GO:0009088,GO:0009089,GO:0009089,GO:0009090,GO:0009507,GO:0009570,GO:0004072,GO:0008652
AT4G03510|RMA1|GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0006511,GO:0016567,GO:0044390,GO:0061630,GO:0061630,GO:0071712,GO:0004842,GO:0006511,GO:0005783,GO:0005783,GO:0032527,GO:0016020,GO:0032940
AT3G09980|ACIP1|GO:0005634,GO:0005886,GO:0002218,GO:0008017,GO:1900426,GO:0005829
AT5G65660|AT5G65660|GO:0003674,GO:0005634,GO:0006979,GO:0009889,GO:0009893,GO:0050832
AT4G02570|CUL1|GO:0006511,GO:0016567,GO:0016567,GO:0031461,GO:0031625,GO:0031625,GO:0000151,GO:0009733,GO:0009793,GO:0005634,GO:0005819,GO:0009524,GO:0005515,GO:0000794,GO:0005737,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0009753,GO:0009867,GO:0010265,GO:0005515,GO:0042752,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005737,GO:0010087,GO:0048366,GO:0005515,GO:0005515
AT5G20920|EIF2 BETA|GO:0001731,GO:0001732,GO:0003729,GO:0003743,GO:0003743,GO:0005634,GO:0005634,GO:0005634,GO:0005850,GO:0009793,GO:0031369,GO:0005515,GO:0009536,GO:0005515
AT3G59220|PRN|GO:0005634,GO:0010244,GO:0005515,GO:0009737,GO:0005515,GO:0005515,GO:0005515,GO:0009738,GO:0009785,GO:0005515
AT1G79610|NHX6|GO:0005737,GO:0005768,GO:0005886,GO:0006885,GO:0015385,GO:0015385,GO:0015386,GO:0051453,GO:0071805,GO:0098719,GO:1902600,GO:0005768
AT3G13160|RPPR3b|GO:0003729,GO:0005739,GO:0005739,GO:0008150,GO:0005739,GO:0005739,GO:0005829,GO:0003729
AT1G24310|NUP54|GO:0006607,GO:0006999,GO:0009507,GO:0017056,GO:0036228,GO:0044613,GO:0005730,GO:0005515,GO:0005635
AT5G06410|HscB|GO:0001671,GO:0005739,GO:0044571,GO:0044571,GO:0051087,GO:0051259,GO:0005515,GO:0005515,GO:0005739,GO:0005829,GO:0016226,GO:0060586
AT5G24290|MEB2|GO:0005381,GO:0005384,GO:0005576,GO:0005576,GO:0006880,GO:0010168,GO:0016020,GO:0030026,GO:0005381,GO:0005384,GO:0005515,GO:0010168
AT4G24680|MOS1|GO:0005576,GO:0005576,GO:0005576,GO:0005576,GO:0005576,GO:0040029,GO:0040029,GO:0003729,GO:0005829,GO:0000976,GO:0005515,GO:0003729
